Ministère de l'Environnement et de la Lutte contre les changements climatiques
Données validées jusqu'au 2019-09-30, préliminaires par la suite
Station:        074903         Natashquan - à 0,6 km en aval de la décharge du lac Alieste                                                                                    
Bassin versant: 15693 km²      Régime: Naturel                                           
Coordonnées:    (NAD83) 50° 25' 39" // -61° 42' 44"

Date de création du fichier: 2019-11-29 20:50
Particularité(s):
- 
- 
- 
Lexique:        E:  La donnée est estimée.
(Remarque)      J:  Un jaugeage a été exécuté à cette date.
                MC: La donnée représente un débit moyen converti.
                MJ: La donnée est une moyenne journalière.
                P:  La donnée est provisoire; P* : La donnée est provisoire et non estimée.
                PL: La donnée correspond à la première lecture de niveau d'eau de la journée.
                R:  Le débit est corrigé pour tenir compte de l'effet de refoulement.
                S:  La donnée est saisie manuellement.
                Z:  La donnée provient d'une redistribution temporelle des données enregistrées en raison d'une défectuosité de l'appareil de mesure.

Station        Date                Débit (m³/s)   Remarque
074903         1981/12/22          285.0          R
074903         1981/12/23          276.0          R
074903         1981/12/24          268.0          R
074903         1981/12/25          262.0          R
074903         1981/12/26          254.0          R
074903         1981/12/27          248.0          R
074903         1981/12/28          242.0          R
074903         1981/12/29          236.0          R
074903         1981/12/30          230.0          R
074903         1981/12/31          225.0          R
074903         1982/01/01          220.0          R
074903         1982/01/02          215.0          R
074903         1982/01/03          212.0          R
074903         1982/01/04          207.0          R
074903         1982/01/05          203.0          R
074903         1982/01/06          200.0          R
074903         1982/01/07          196.0          R
074903         1982/01/08          192.0          R
074903         1982/01/09          188.0          R
074903         1982/01/10          185.0          R
074903         1982/01/11          182.0          R
074903         1982/01/12          178.0          R
074903         1982/01/13          175.0          R
074903         1982/01/14          172.0          R
074903         1982/01/15          168.0          R
074903         1982/01/16          166.0          R
074903         1982/01/17          164.0          R
074903         1982/01/18          161.0          R
074903         1982/01/19          157.0          R
074903         1982/01/20          156.0          R
074903         1982/01/21          154.0          R
074903         1982/01/22          150.0          R
074903         1982/01/23          148.0          R
074903         1982/01/24          146.0          R
074903         1982/01/25          144.0          R
074903         1982/01/26          143.0          R
074903         1982/01/27          140.0          R
074903         1982/01/28          138.0          R
074903         1982/01/29          137.0          R
074903         1982/01/30          135.0          R
074903         1982/01/31          133.0          R
074903         1982/02/01          130.0          R
074903         1982/02/02          128.0          R
074903         1982/02/03          127.0          R
074903         1982/02/04          125.0          R
074903         1982/02/05          124.0          R
074903         1982/02/06          120.0          R
074903         1982/02/07          118.0          R
074903         1982/02/08          117.0          R
074903         1982/02/09          115.0          R
074903         1982/02/10          114.0          R
074903         1982/02/11          113.0          R
074903         1982/02/12          110.0          R
074903         1982/02/13          108.0          R
074903         1982/02/14          107.0          R
074903         1982/02/15          106.0          R
074903         1982/02/16          105.0          R
074903         1982/02/17          104.0          R
074903         1982/02/18          103.0          R
074903         1982/02/19          102.0          R
074903         1982/02/20          100.0          R
074903         1982/02/21          98.00          R
074903         1982/02/22          97.00          R
074903         1982/02/23          96.00          R
074903         1982/02/24          95.00          R
074903         1982/02/25          94.00          R
074903         1982/02/26          93.00          R
074903         1982/02/27          92.50          R
074903         1982/02/28          91.00          R
074903         1982/03/01          89.00          R
074903         1982/03/02          89.00          R
074903         1982/03/03          88.00          R
074903         1982/03/04          87.00          R
074903         1982/03/05          87.00          R
074903         1982/03/06          85.50          R
074903         1982/03/07          85.00          R
074903         1982/03/08          84.50          R
074903         1982/03/09          83.50          R
074903         1982/03/10          83.00          R
074903         1982/03/11          81.50          R
074903         1982/03/12          81.00          R
074903         1982/03/13          80.00          R
074903         1982/03/14          79.50          R
074903         1982/03/15          79.00          R
074903         1982/03/16          78.00          R
074903         1982/03/17          77.00          R
074903         1982/03/18          76.50          R
074903         1982/03/19          76.00          R
074903         1982/03/20          75.50          R
074903         1982/03/21          75.00          R
074903         1982/03/22          74.50          R
074903         1982/03/23          74.00          J
074903         1982/03/24          74.00          R
074903         1982/03/25          73.50          R
074903         1982/03/26          73.50          R
074903         1982/03/27          74.00          R
074903         1982/03/28          78.50          R
074903         1982/03/29          82.00          R
074903         1982/03/30          81.50          R
074903         1982/03/31          87.00          R
074903         1982/04/01          95.00          R
074903         1982/04/02          108.0          R
074903         1982/04/03          117.0          R
074903         1982/04/04          117.0          R
074903         1982/04/05          117.0          R
074903         1982/04/06          117.0          R
074903         1982/04/07          116.0          R
074903         1982/04/08          115.0          R
074903         1982/04/09          114.0          R
074903         1982/04/10          114.0          R
074903         1982/04/11          112.0          R
074903         1982/04/12          111.0          R
074903         1982/04/13          110.0          R
074903         1982/04/14          110.0          R
074903         1982/04/15          110.0          R
074903         1982/04/16          112.0          R
074903         1982/04/17          116.0          R
074903         1982/04/18          122.0          R
074903         1982/04/19          122.0          R
074903         1982/04/20          124.0          R
074903         1982/04/21          126.0          R
074903         1982/04/22          136.0          R
074903         1982/04/23          145.0          R
074903         1982/04/24          146.0          R
074903         1982/04/25          144.0          R
074903         1982/04/26          143.0          R
074903         1982/04/27          160.0          R
074903         1982/04/28          185.0          R
074903         1982/04/29          205.0          R
074903         1982/04/30          225.0          R
074903         1982/05/01          240.0          R
074903         1982/05/02          255.0          R
074903         1982/05/03          270.0          R
074903         1982/05/04          293.0          MC
074903         1982/05/05          315.0          MC
074903         1982/05/06          359.0          MC
074903         1982/05/07          403.0          MC
074903         1982/05/08          450.0          MC
074903         1982/05/09          542.0          MC
074903         1982/05/10          694.0          MC
074903         1982/05/11          804.0          MC
074903         1982/05/12          837.0          MC
074903         1982/05/13          830.0          MC
074903         1982/05/14          816.0          MC
074903         1982/05/15          786.0          MC
074903         1982/05/16          780.0          MC
074903         1982/05/17          801.0          MC
074903         1982/05/18          897.0          MC
074903         1982/05/19          1030           MC
074903         1982/05/20          1060           MC
074903         1982/05/21          1040           MC
074903         1982/05/22          1060           MC
074903         1982/05/23          1030           MC
074903         1982/05/24          995.0          MC
074903         1982/05/25          1010           MC
074903         1982/05/26          1150           MC
074903         1982/05/27          1390           MC
074903         1982/05/28          1460           MC
074903         1982/05/29          1440           MC
074903         1982/05/30          1450           MC
074903         1982/05/31          1500           MC
074903         1982/06/01          1700           E
074903         1982/06/02          1950           E
074903         1982/06/03          2100           E
